P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
Kepler-324 c;51805612;51940000;26000000;26000000;26000000;26000001;68062564;41150203;Neptunian;84000000;K;46010293;0;0;Hot;0;31500100;10072062;26000000
Kepler-324 b;43853150;51940000;50000000;50000000;50000000;50000001;18404117;93836901;Terran;84000000;K;46010293;0;0;Hot;0;11434200;15711567;50000000
HAT-P-40 b;44572400;60800000;53517930;53517930;53517930;53517931;16088213;16135107;Jovian;19400000;F;46079358;0;0;Hot;0;17039200;15255744;53517930
Kepler-236 c;23968127;37500000;13200000;13200000;13200000;13200000;26448814;32489757;Superterran;51000000;M;46084414;0;0;Hot;0;19953800;46394796;13200000
Kepler-236 b;82956110;37500000;65000000;65000000;65000000;65000002;10907554;46299548;Superterran;51000000;M;46084414;0;0;Hot;0;15694000;30860510;65000000
HAT-P-34 b;54526500;64420000;10777349;55026582;14149692;10080623;53262244;11762975;Jovian;17300000;F;46181043;0;0;Hot;0;15133500;22279743;98261753
Kepler-145 c;42882000;60220000;26027328;26027328;26027328;26027329;68190341;73210880;Jovian;19800000;F;46193624;0;0;Hot;0;43158500;79457001;26027328
Kepler-145 b;22951000;60220000;17157235;17157235;17157235;17157235;15692330;90170975;Neptunian;19800000;F;46193624;0;0;Hot;0;26455600;37185876;17157235
WASP-2 b;21522260;52000000;31380000;31380000;31380000;31380001;46941257;11858605;Jovian;84000000;K;46223262;0;0;Hot;0;12005910;29081262;31380000
K2-273 b;11716332;52000000;97400000;97400000;97400000;97400002;48723971;67310153;Neptunian;84000000;K;46223262;0;0;Hot;0;44167400;17878754;97400000
HD 154857 c;34520000;55890000;53696480;50384000;56816000;53624155;16126285;16133733;Jovian;23000000;G;46246701;0;0;Cold;0;13204329;81999625;53600000
HD 154857 b;40860001;55890000;14264820;69660000;18834000;13267583;31298825;32435395;Jovian;23000000;G;46246701;0;0;Hot;0;13234401;77867861;12900000
Kepler-976 b;10595641;52320000;41824828;41824828;41824828;41824829;26439147;32486788;Neptunian;83000000;K;46250430;0;0;Hot;0;39571300;14835971;41824828
Kepler-663 b;49967828;52640000;54383775;54383775;54383775;54383777;15640159;90095936;Neptunian;82000000;K;46257257;0;0;Hot;0;26007200;72749643;54383775
Kepler-419 b;69754600;64300000;49836947;61790000;67821000;41356421;61219266;58134133;Jovian;17400000;F;46369353;0;0;Hot;0;10761600;79457001;37000000
Kepler-1107 b;57103852;52680000;12807154;12807154;12807154;12807154;28287474;18579903;Terran;82000000;K;46398017;0;0;Hot;0;13452000;23754251;12807154
HATS-27 b;46370380;64380000;71412489;25600900;96599100;64020172;15336832;14793954;Jovian;17400000;F;46600549;0;0;Hot;0;16815000;16844884;61100000
Kepler-1319 b;28867627;36550000;32697379;32697379;32697379;32697380;43611378;65470380;Terran;54000000;M;46625735;0;0;Hot;0;13452000;23754251;32697379
HD 2685 b;41268800;68010000;57035180;51631200;61968800;56858959;14519042;15701918;Jovian;15600000;F;46647561;0;0;Hot;0;16142400;37185876;56800000
Kepler-1191 b;56001485;53080000;58449692;58449692;58449692;58449693;13658968;87096235;Superterran;81000000;G;46664041;0;0;Hot;0;15133500;29012671;58449692
K2-65 b;12647500;52130000;10140000;10140000;10140000;10140000;45406937;66134102;Superterran;84000000;K;46687231;0;0;Hot;0;15806100;31235690;10140000
Kepler-389 b;32441070;53760000;41000000;41000000;41000000;41000001;27785112;10401547;Superterran;79000000;G;46706774;0;0;Hot;0;15133500;29012671;41000000
Kepler-389 c;14511430;53760000;11000000;11000000;11000000;11000000;38600639;63502896;Terran;79000000;G;46706774;0;0;Hot;0;14573000;27211983;11000000
K2-86 b;87768300;54820000;77000000;77000000;77000000;77000002;78829815;75913241;Superterran;76000000;G;46738197;0;0;Hot;0;19617500;45075054;77000000
HD 33564 b;38800000;62500000;11635800;72600000;14740000;11165331;41077953;35451838;Jovian;18490766;F;46743209;0;0;Hot;0;12491937;28922348;11000000
Kepler-595 b;25302923;52470000;16098909;16098909;16098909;16098910;18050789;52513257;Neptunian;83000000;K;46783110;0;0;Hot;0;38114000;13920316;16098909
Kepler-1605 b;85756550;52800000;36184335;36184335;36184335;36184336;35761099;35034637;Terran;82000000;K;46822224;0;0;Hot;0;10761600;12643012;36184335
Kepler-1618 b;61082602;66200000;73315243;73315243;73315243;73315245;87156530;13842671;Terran;16500000;F;46847724;0;0;Hot;0;12555200;21128564;73315243
Kepler-656 b;12602591;52810000;21709455;21709455;21709455;21709455;99422158;14305917;Neptunian;82000000;K;46857706;0;0;Hot;0;31163800;98901768;21709455
Kepler-1374 b;10652767;53230000;89734095;89734095;89734095;89734098;58609710;70491589;Superterran;81000000;G;47193757;0;0;Hot;0;22868400;58478451;89734095
Kepler-470 b;24669196;66130000;18549074;18549074;18549074;18549075;13723170;87198400;Jovian;16600000;F;47217057;0;0;Hot;0;14438480;10000000;18549074
Kepler-243 c;20026218;52280000;14200000;14200000;14200000;14200000;23421400;56046451;Superterran;84000000;K;47226910;0;0;Hot;0;19953800;46394796;14200000
Kepler-243 b;57154420;52280000;62000000;62000000;62000000;62000002;12285877;84819645;Superterran;84000000;K;47226910;0;0;Hot;0;24549900;65964694;62000000
Kepler-841 b;12441984;53240000;46192945;46192945;46192945;46192946;22133983;31074905;Neptunian;81000000;G;47229231;0;0;Hot;0;52350700;23859943;46192945
Kepler-496 b;83086494;52930000;76330129;76330129;76330129;76330131;81158112;76467676;Superterran;82000000;K;47285058;0;0;Hot;0;23204700;59945993;76330129
NGC 2682 Sand 364 b;12171000;42840000;56246250;34450000;71550000;53846208;17975550;16191300;Jovian;39590000;K;47299603;0;0;Hot;0;12662190;21262693;53000000
Kepler-425 b;37970182;51700000;48926480;31088000;61712000;47055426;23294240;97420867;Jovian;86000000;K;47342122;0;0;Hot;0;10963380;79457001;46400000
K2-117 c;54440170;37780000;49200000;49200000;49200000;49200001;19613116;53614414;Superterran;51000000;M;47476294;0;0;Hot;0;20626400;49081044;49200000
K2-117 b;12916000;37780000;18900000;18900000;18900000;18900000;13290864;86503407;Superterran;51000000;M;47476294;0;0;Hot;0;20290100;47730150;18900000
Kepler-1045 b;26410455;53010000;16501609;16501609;16501609;16501610;17470083;52085717;Neptunian;82000000;G;47571579;0;0;Hot;0;26904000;77059808;16501609
HD 102195 b;41137700;53010000;50000000;50000000;50000000;50000001;19028632;94623019;Jovian;82000000;K;47571579;0;0;Hot;0;14229711;13030948;50000000
Kepler-1247 b;13712202;53030000;10659754;10659754;10659754;10659754;41928420;64829405;Superterran;82000000;G;47643412;0;0;Hot;0;23316800;60438495;10659754
HD 95127 b;48200000;42180000;12877440;11392000;14208000;12819438;29289911;10515600;Jovian;41010000;K;47697376;0;0;Hot;0;12406810;33785117;12800000
CoRoT-7 b;85359163;52750000;16479635;16479635;16479635;16479635;17597036;16500792;Superterran;83000000;G;47789742;0;0;Hot;0;16815000;31782800;16479635
CoRoT-7 c;36980000;52750000;46000000;46000000;46000000;46000001;22584944;98764226;Superterran;83000000;G;47789742;0;0;Hot;0;28306203;84001941;46000000
Kepler-438 b;35233190;37480000;16607470;16102000;17098000;16601870;17356934;29237473;Terran;52000000;M;47807239;0;0;Hot;0;11210000;14635061;16600000
Qatar-4 b;18053564;52150000;28030000;28030000;28030000;28030001;60939313;12658123;Jovian;85000000;K;47878854;0;0;Hot;0;12723350;19387508;28030000
WASP-105 b;78728800;50700000;75000000;75000000;75000000;75000002;85247760;77413313;Jovian;90000000;K;47951865;0;0;Hot;0;10761600;57209041;75000000
Kepler-1049 b;32734607;38640000;34464424;34464424;34464424;34464425;40372646;64219470;Terran;49000000;M;47954490;0;0;Hot;0;95285000;81736451;34464424
WASP-89 b;33564227;51300000;43495266;34458900;50941100;42901292;26860291;10240958;Jovian;88000000;K;48053326;0;0;Hot;0;11658400;18751852;42700000
Kepler-278 c;51078775;49910000;29400000;29400000;29400000;29400001;55595409;69567219;Neptunian;29400000;K;48054447;0;0;Hot;0;35872000;12558796;29400000
Kepler-278 b;30160546;49910000;20700000;20700000;20700000;20700001;11214835;82907369;Neptunian;29400000;K;48054447;0;0;Hot;0;40692300;15556556;20700000
Kepler-800 b;14131760;53150000;10833781;10833781;10833781;10833781;40960886;64452126;Neptunian;82000000;G;48076122;0;0;Hot;0;28473400;84846077;10833781
Kepler-1559 b;97191543;53160000;18256941;18256941;18256941;18256941;14434450;15703446;Subterran;82000000;G;48112313;0;0;Hot;0;71744000;29559639;18256941
K2-278 b;33349660;67470000;48800000;48800000;48800000;48800001;20208943;17081689;Neptunian;16100000;F;48126385;0;0;Hot;0;29818600;91763296;48800000
Kepler-37 e;51196000;54170000;25753722;25753722;25753722;25753723;72593569;41818596;;79000000;G;48147991;0;0;Hot;0;0;0;25753722
Kepler-37 d;39792200;54170000;21771146;21771146;21771146;21771146;10158173;45482969;Neptunian;79000000;G;48147991;0;0;Hot;0;19393300;12201417;21771146
Kepler-37 c;21302000;54170000;14353668;14353668;14353668;14353669;23369658;56015472;Neptunian;79000000;G;48147991;0;0;Hot;0;75107000;12001185;14353668
Kepler-37 b;13367310;54170000;10520717;10520717;10520717;10520717;43499826;65428474;Terran;79000000;G;48147991;0;0;Hot;0;33630000;31782800;10520717
Kepler-186 e;22407704;37550000;11000000;11000000;11000000;11000000;39806109;35985898;Terran;52000000;M;48165392;0;0;Hot;0;12667300;21449845;11000000
Kepler-186 d;13342996;37550000;78100000;78100000;78100000;78100002;78964708;42707403;Terran;52000000;M;48165392;0;0;Hot;0;14012500;25458987;78100000
Kepler-186 c;72673020;37550000;45100000;45100000;45100000;45100001;23680017;56200530;Terran;52000000;M;48165392;0;0;Hot;0;12555200;21128564;45100000
Kepler-186 b;38867907;37550000;34300000;34300000;34300000;34300001;40939908;64443872;Terran;52000000;M;48165392;0;0;Hot;0;10649500;12177294;34300000
HATS-69 b;22252577;51370000;36434591;15444910;48775090;33301059;54822674;11639624;Jovian;88000000;K;48316143;0;0;Hot;0;10593450;18338676;32110000
HD 5891 b;17711000;46730000;64156800;59520000;68480000;64039264;11837547;83957695;Jovian;10640000;G;48367654;0;0;Hot;0;12589153;24250277;64000000
TrES-1 b;30300700;52300000;41510290;41510290;41510290;41510291;28107467;10431586;Jovian;85000000;K;48432095;0;0;Hot;0;12667300;26697552;41510290
Kepler-515 b;19963713;52930000;13902235;13902235;13902235;13902235;25065893;57005361;Terran;83000000;K;48445384;0;0;Hot;0;14573000;27211983;13902235
OGLE2-TR-L9 b;24855335;69330000;30800000;30800000;30800000;30800001;51080469;21538161;Jovian;15300000;F;48456976;0;0;Hot;0;18048100;14302260;30800000
TrES-5 b;14822469;51710000;24590000;24590000;24590000;24590001;80187790;13557261;Jovian;87000000;K;48486999;0;0;Hot;0;13384740;56891213;24590000
Kepler-738 b;24587216;53270000;15733136;15733136;15733136;15733136;19598217;53604229;Superterran;82000000;G;48511772;0;0;Hot;0;24998300;68023267;15733136
Kepler-589 b;16549649;52960000;12176701;12176701;12176701;12176702;32747446;60945167;Superterran;83000000;K;48555311;0;0;Hot;0;22756300;57992597;12176701
HATS-58 A b;42180896;71750000;58798214;48239360;67720640;58186476;14652402;15678192;Jovian;14300000;F;48556608;0;0;Hot;0;12274950;32736284;57980000
Kepler-1132 b;62891623;52980000;29540048;29540048;29540048;29540048;55727590;39143754;Superterran;83000000;K;48628699;0;0;Hot;0;23541000;61428456;29540048
Kepler-1415 b;63642408;52670000;13925280;13925280;13925280;13925280;25089535;18030927;Terran;84000000;K;48651977;0;0;Hot;0;12891500;22098374;13925280
Kepler-292 c;37153350;52990000;45000000;45000000;45000000;45000001;24032308;10030990;Terran;83000000;K;48665424;0;0;Hot;0;14685100;27568324;45000000
Kepler-292 b;25808270;52990000;35000000;35000000;35000000;35000001;39726877;11374073;Terran;83000000;K;48665424;0;0;Hot;0;13227800;23086002;35000000
Kepler-292 f;20834237;52990000;14100000;14100000;14100000;14100000;24478358;56668339;Superterran;83000000;K;48665424;0;0;Hot;0;23541000;61428456;14100000
Kepler-292 e;11979010;52990000;97000000;97000000;97000000;97000002;51722206;68322566;Neptunian;83000000;K;48665424;0;0;Hot;0;26679800;75972714;97000000
Kepler-292 d;70556790;52990000;68000000;68000000;68000000;68000002;10524529;81601019;Superterran;83000000;K;48665424;0;0;Hot;0;22307900;56065874;68000000
Kepler-1467 b;47056904;53320000;24252581;24252581;24252581;24252581;82786781;43215064;Neptunian;82000000;G;48694164;0;0;Hot;0;32957400;10875888;24252581
Pr0211 b;21461000;53000000;31761921;31410640;32109360;31760481;48285151;11942313;Jovian;83000000;G;48702170;0;0;Hot;0;13389509;59751665;31760000
Pr0211 c;48500000;53000000;68862750;15950000;94050000;59233353;22862614;87447789;Jovian;83000000;G;48702170;0;0;Cold;0;12577662;24758801;55000000
K2-164 b;17355066;57910000;13859719;13859719;13859719;13859719;25388640;10169621;Neptunian;22000000;G;48769496;0;0;Hot;0;32509000;10625858;13859719
Kepler-307 c;13072900;53670000;10522154;10522154;10522154;10522154;44053028;65635508;Superterran;81000000;G;48773628;0;0;Hot;0;21971600;36391306;10522154
Kepler-307 b;10420800;53670000;90460170;90460170;90460170;90460172;59603295;70788462;Superterran;81000000;G;48773628;0;0;Hot;0;24325700;74403535;90460170
Gl 49 b;13850800;38050000;96462547;57648500;12335150;92059414;64007791;39475053;Superterran;51000000;M;48848096;0;0;Hot;0;22359760;56287339;90500000
Kepler-1236 b;31057162;53370000;18384433;18384433;18384433;18384433;14461212;49681659;Superterran;82000000;G;48877070;0;0;Hot;0;21411100;52293105;18384433
Kepler-1245 c;29365847;53060000;38156692;38156692;38156692;38156693;33602561;10907821;Terran;83000000;G;48923083;0;0;Hot;0;14348800;26505029;38156692
Kepler-1245 b;43540930;53060000;49614373;49614373;49614373;49614374;19874619;95657629;Terran;83000000;G;48923083;0;0;Hot;0;14348800;26505029;49614373
HAT-P-3 b;28997000;51850000;40567684;40567684;40567684;40567685;29782542;10583647;Jovian;87000000;K;49014231;0;0;Hot;0;10537400;20658820;40567684
Kepler-979 b;80880135;53100000;75262254;75262254;75262254;75262256;86630032;77725232;Neptunian;83000000;G;49070775;0;0;Hot;0;27240300;78702326;75262254
Kepler-125 c;57744640;38100000;51000000;51000000;51000000;51000001;18879416;53105811;Subterran;51000000;M;49105360;0;0;Hot;0;73986000;33006436;51000000
Kepler-125 b;41643890;38100000;41000000;41000000;41000000;41000001;29211993;59229110;Superterran;51000000;M;49105360;0;0;Hot;0;23653100;61925912;41000000
Kepler-499 b;56325284;53120000;59131410;59131410;59131410;59131411;14055316;87721302;Superterran;83000000;G;49144746;0;0;Hot;0;21747400;53695230;59131410
HAT-P-52 b;27535953;51310000;36980800;35203820;38676180;36950209;36088027;11099557;Jovian;89000000;K;49189988;0;0;Hot;0;11310890;25998331;36940000
HAT-P-57 b;24653000;63300000;50147504;50147504;50147504;50147506;19577097;16946577;Jovian;18500000;A;49231939;0;0;Hot;0;19505400;44813748;50147504
Kepler-977 b;26853283;53150000;16749978;16749978;16749978;16749979;17556155;52149754;Neptunian;83000000;G;49255860;0;0;Hot;0;26231400;73817620;16749978
alf Tau b;62896000;40550000;14673000;13140000;16060000;14618311;23231746;99276762;Jovian;45100000;K;49272564;0;0;Hot;0;12680834;20563472;14600000
K2-147 b;96191700;36720000;15900000;15900000;15900000;15900000;19490836;95192455;Terran;55000000;M;49274782;0;0;Hot;0;13788300;24771268;15900000
mu Leo b;35780000;45382000;11044550;10010000;11990000;11011168;40983926;64363025;Jovian;11400000;K;49389300;0;0;Hot;0;13246413;76278721;11000000
Kepler-668 b;83539064;53520000;76902840;76902840;76902840;76902842;83578778;77031599;Neptunian;82000000;G;49428880;0;0;Hot;0;27016100;77605729;76902840
Kepler-911 b;20310501;61120000;16058005;16058005;16058005;16058005;19201935;94837732;Neptunian;19900000;F;49514019;0;0;Hot;0;26007200;72749643;16058005
Kepler-550 b;86001041;53220000;78406448;78406448;78406448;78406450;80545401;76322941;Neptunian;83000000;G;49515858;0;0;Hot;0;44167400;17878754;78406448
HAT-P-33 b;34744700;64460000;54801493;54801493;54801493;54801495;16503313;16238193;Jovian;17900000;F;49562809;0;0;Hot;0;20738500;29240176;54801493
WASP-88 b;49540000;64300000;55700125;55700125;55700125;55700127;15994299;16111509;Jovian;18000000;F;49622375;0;0;Hot;0;16366600;13348776;55700125
K2-26 b;14566500;37850000;96200000;96200000;96200000;96200002;53728996;38787974;Neptunian;52000000;M;49723177;0;0;Hot;0;26679800;75972714;96200000
Kepler-1504 b;82304003;53930000;35069523;35069523;35069523;35069524;40431574;36126432;Superterran;81000000;G;49725638;0;0;Hot;0;21299000;51829123;35069523
Kepler-553 b;40304680;52660000;48195795;48195795;48195795;48195796;21430466;97477148;Neptunian;85000000;K;49779430;0;0;Hot;0;46297300;19367056;48195795
Kepler-303 c;70611490;39440000;57000000;57000000;57000000;57000001;15373368;50447212;Terran;48000000;M;49948074;0;0;Hot;0;11434200;15711567;57000000
Kepler-303 b;19370550;39440000;24000000;24000000;24000000;24000001;86715406;77744375;Terran;48000000;M;49948074;0;0;Hot;0;88559000;62873346;24000000
Kepler-578 b;16168837;53340000;25731700;25731700;25731700;25731701;75460540;13352878;Superterran;83000000;G;49963963;0;0;Hot;0;19953800;46394796;25731700
Kepler-1038 b;14846034;53350000;52370851;52370851;52370851;52370852;18230697;29603682;Neptunian;83000000;G;50001442;0;0;Hot;0;35311500;12227455;52370851
Kepler-148 b;17293660;52720000;28000000;28000000;28000000;28000001;63784043;12803329;Superterran;85000000;K;50006689;0;0;Hot;0;18048100;39125102;28000000
Kepler-148 c;41800430;52720000;50000000;50000000;50000000;50000001;20002676;95811344;Neptunian;85000000;K;50006689;0;0;Hot;0;35984100;12625501;50000000
K2-63 c;25455600;67710000;18900000;18900000;18900000;18900000;14007206;87646138;Neptunian;16300000;F;50035139;0;0;Hot;0;39010800;14480960;18900000
K2-63 b;20257000;67710000;16270000;16270000;16270000;16270000;18901663;94464779;Neptunian;16300000;F;50035139;0;0;Hot;0;32172700;10439906;16270000
HD 102272 b;12758000;47900000;51063750;48450000;53550000;51015958;19262309;94867658;Jovian;10300000;K;50038600;0;0;Hot;0;12832273;15700703;51000000
WASP-100 b;28493800;69000000;36044586;36044586;36044586;36044587;38530464;20072246;Jovian;15700000;F;50059247;0;0;Hot;0;14909300;40046328;36044586
Kepler-837 b;16560595;54030000;12042033;12042033;12042033;12042034;34546090;61765311;Neptunian;81000000;G;50095481;0;0;Hot;0;25558800;70632930;12042033
Kepler-1130 b;54529818;54030000;58525673;58525673;58525673;58525675;14625331;88597474;Subterran;81000000;G;50095481;0;0;Hot;0;79591000;42881536;58525673
omi CrB b;18783000;47490000;84513962;67147000;98853000;83383106;74300134;74280508;Jovian;10500000;K;50243042;0;0;Hot;0;13523204;47674200;83000000
HD 95872 b;43750000;53120000;51592700;48410000;54590000;51523209;19012891;94539507;Jovian;84000000;K;50336091;0;0;Cold;0;12990362;11886767;51500000
Kepler-260 c;76050178;52500000;33200000;33200000;33200000;33200001;45671639;37244021;Superterran;86000000;K;50341107;0;0;Hot;0;17375500;36681895;33200000
