P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
42 Dra b;47910000;42000000;12759180;73780000;16422000;12125726;10329647;78907763;Jovian;22030000;K;13530530;0;0;Hot;0;12969374;12331727;11900000
HD 141399 e;50000000;56000000;51690000;37000000;63000000;50432187;56063885;12236215;Jovian;12393438;K;13533943;0;0;Cold;0;14020635;20976648;50000000
HD 141399 d;10698000;56000000;20957224;19353400;22446600;20914334;31068775;19001110;Jovian;12393438;K;13533943;0;0;Cold;0;13666736;37503704;20900000
HD 141399 c;20199000;56000000;68979373;65592800;72207200;68919861;28542156;33100061;Jovian;12393438;K;13533943;0;0;Hot;0;13594966;42271124;68900000
HD 141399 b;94440000;56000000;41533200;39840000;43160000;41508305;78645857;42651420;Jovian;12393438;K;13533943;0;0;Hot;0;14257515;14334043;41500000
HD 121504 b;63330000;60270000;33014850;32010000;33990000;33003717;12434508;47833123;Jovian;10700000;G;13535084;0;0;Hot;0;13519250;47992028;33000000
Kepler-1436 b;97057160;59720000;90774368;90774368;90774368;90774370;16432149;91215470;Terran;10900000;G;13540068;0;0;Hot;0;13115700;22754822;90774368
Kepler-1406 b;11629058;58920000;10207883;10207883;10207883;10207883;12998830;86024266;Terran;11200000;G;13544895;0;0;Hot;0;10985800;13612778;10207883
Kepler-1187 b;18870641;59750000;14140647;14140647;14140647;14140647;67850759;73119563;Neptunian;10900000;G;13567295;0;0;Hot;0;26119300;73282833;14140647
Kepler-848 b;69113442;56950000;71229248;71229248;71229248;71229250;26749110;10303203;Superterran;12000000;G;13571444;0;0;Hot;0;17039200;35484667;71229248
Kepler-1655 b;11872879;61480000;10300000;10300000;10300000;10300000;12800416;85694102;Superterran;10300000;G;13579961;0;0;Hot;0;22083700;49994345;10300000
Kepler-213 c;48229620;56960000;57000000;57000000;57000000;57000001;41800488;11519676;Superterran;12000000;G;13580978;0;0;Hot;0;23428900;60932651;57000000
Kepler-213 b;24623600;56960000;36000000;36000000;36000000;36000001;10479150;14495274;Superterran;12000000;G;13580978;0;0;Hot;0;16254500;32754986;36000000
Kepler-398 c;11419412;44930000;87000000;87000000;87000000;87000002;17949629;52439529;Terran;61000000;K;13586074;0;0;Hot;0;10089000;10032039;87000000
Kepler-398 b;40814230;44930000;44000000;44000000;44000000;44000001;70176004;73738121;Terran;61000000;K;13586074;0;0;Hot;0;93043000;75050199;44000000
HATS-36 b;41751860;59500000;52300000;52300000;52300000;52300001;49675072;12027615;Jovian;11000000;G;13587573;0;0;Hot;0;12925130;11068129;52300000
K2-17 b;17967530;43200000;11900000;11900000;11900000;11900000;95988141;44843480;Superterran;66000000;K;13592881;0;0;Hot;0;22307900;56065874;11900000
HD 89307 b;21660000;59550000;33354000;26160000;39240000;32865690;13012776;15185315;Jovian;11000000;G;13633303;0;0;Cold;0;13321685;67061709;32700000
K2-204 b;70557840;57550000;72218234;72218234;72218234;72218236;26238575;10253685;Neptunian;11800000;G;13684659;0;0;Hot;0;30491200;95305061;72218234
Kepler-130 d;87517905;58840000;37700000;37700000;37700000;37700001;96483598;44901235;Superterran;11300000;G;13713117;0;0;Hot;0;16366600;33139434;37700000
Kepler-130 c;27508680;58840000;17800000;17800000;17800000;17800000;43280890;65345992;Neptunian;11300000;G;13713117;0;0;Hot;0;29033900;87701168;17800000
Kepler-130 b;84574580;58840000;79000000;79000000;79000000;79000002;21972628;98087894;Terran;11300000;G;13713117;0;0;Hot;0;10201100;10437331;79000000
Kepler-1401 b;11200664;59640000;10018438;10018438;10018438;10018438;13665469;87106596;Superterran;11000000;G;13715908;0;0;Hot;0;16815000;34695604;10018438
HD 155233 b;81880000;49600000;20016000;19200000;20800000;20004003;34327253;34667641;Jovian;50300000;K;13719912;0;0;Hot;0;13199843;82635281;20000000
Kepler-276 b;14128410;61050000;11900000;11900000;11900000;11900000;96898264;79932594;Neptunian;10500000;F;13721763;0;0;Hot;0;28697600;85983448;11900000
Kepler-593 b;21217090;59670000;15385373;15385373;15385373;15385373;58060680;70325923;Neptunian;11000000;G;13743526;0;0;Hot;0;28697600;85983448;15385373
Kepler-801 b;11419283;44350000;86821451;86821451;86821451;86821453;18251147;52658375;Superterran;63000000;K;13757650;0;0;Hot;0;19953800;46394796;86821451
Kepler-321 b;49153790;57400000;57000000;57000000;57000000;57000001;42391660;11560191;Superterran;11900000;G;13773050;0;0;Hot;0;17711800;37895405;57000000
Kepler-321 c;13093921;57400000;11000000;11000000;11000000;11000000;11382686;83215859;Superterran;11900000;G;13773050;0;0;Hot;0;23204700;59945993;11000000
Kepler-803 b;50286382;59190000;27093988;27093988;27093988;27093989;18791965;53044206;Neptunian;11200000;G;13794884;0;0;Hot;0;37889800;13781579;27093988
Kepler-978 b;49622151;60020000;27024306;27024306;27024306;27024307;18915442;53131128;Neptunian;10900000;F;13814196;0;0;Hot;0;29930700;92349758;27024306
Kepler-318 b;46627150;57460000;56000000;56000000;56000000;56000001;44103088;11675142;Neptunian;11900000;G;13830728;0;0;Hot;0;47082000;19927654;56000000
Kepler-318 c;11815007;57460000;10500000;10500000;10500000;10500000;12544878;85263180;Neptunian;11900000;G;13830728;0;0;Hot;0;36768800;13096490;10500000
Kepler-431 b;68030000;60040000;71900000;71900000;71900000;71900002;26757565;10304017;Subterran;10900000;F;13832618;0;0;Hot;0;76228000;36733988;71900000
Kepler-431 d;11922000;60040000;10450000;10450000;10450000;10450000;12666942;85469834;Terran;10900000;F;13832618;0;0;Hot;0;11210000;14635061;10450000
Kepler-431 c;87030000;60040000;84700000;84700000;84700000;84700002;19281355;94935644;Subterran;10900000;F;13832618;0;0;Hot;0;67260000;23455125;84700000
WASP-151 b;45334710;58710000;55000247;54835000;55165000;55000070;45732321;11781483;Jovian;11400000;G;13833965;0;0;Hot;0;12667300;98526681;55000000
CoRoT-1 b;15089557;59500000;25304732;25304732;25304732;25304732;21607225;17369794;Jovian;11100000;G;13835742;0;0;Hot;0;16702900;32736284;25304732
Kepler-1449 b;13227453;59790000;11227980;11227980;11227980;11227980;10989678;82488072;Superterran;11000000;G;13854416;0;0;Hot;0;16815000;34695604;11227980
HD 102117 b;20813300;56550000;15108000;13200000;16800000;15027129;62057809;71312266;Jovian;12300000;G;13862109;0;0;Hot;0;84722900;54030760;15000000
Kepler-1115 b;23554073;84800000;18804433;18804433;18804433;18804433;39214239;11337201;Superterran;17300000;A;13866417;0;0;Hot;0;17039200;35484667;18804433
Kepler-835 b;11419094;59540000;10179784;10179784;10179784;10179784;13387293;86659884;Neptunian;11100000;G;13872985;0;0;Hot;0;27912900;82029943;10179784
Kepler-1061 b;27579827;60670000;39601600;39601600;39601600;39601601;88618972;13900377;Superterran;10700000;F;13897996;0;0;Hot;0;19841700;45953145;39601600
K2-219 c;66676700;57530000;69773795;69773795;69773795;69773797;28547979;10472220;Terran;11900000;G;13898248;0;0;Hot;0;14348800;26505029;69773795
K2-219 b;39012870;57530000;48810682;48810682;48810682;48810683;58335149;12520668;Terran;11900000;G;13898248;0;0;Hot;0;13452000;23754251;48810682
K2-219 d;11137278;57530000;98226573;98226573;98226573;98226575;14404629;88261322;Neptunian;11900000;G;13898248;0;0;Hot;0;25783000;71688075;98226573
Kepler-1561 b;10052070;59570000;20082039;20082039;20082039;20082039;34469056;19521009;Terran;11100000;G;13900967;0;0;Hot;0;10873700;13121437;20082039
Kepler-875 b;27507380;59580000;18179322;18179322;18179322;18179322;42090225;64891860;Neptunian;11100000;G;13910303;0;0;Hot;0;29033900;87701168;18179322
Kepler-1218 b;22922127;59860000;16098354;16098354;16098354;16098354;53710346;68969868;Terran;11000000;G;13919411;0;0;Hot;0;14348800;26505029;16098354
K2-90 b;13733314;44840000;96000000;96000000;96000000;96000002;15107478;50227655;Neptunian;62000000;K;13923052;0;0;Hot;0;26007200;72749643;96000000
K2-90 c;29007060;44840000;35631750;28350000;41650000;35159843;11576636;82995598;Terran;62000000;K;13923052;0;0;Hot;0;13003600;22425611;35000000
Kepler-1057 b;14088274;59870000;11673722;11673722;11673722;11673723;10220975;81006150;Neptunian;11000000;G;13928715;0;0;Hot;0;33630000;11255403;11673722
HD 152079 b;29189200;59070000;47795107;19595160;64144840;43510761;93832910;13268595;Jovian;11300000;G;13928791;0;0;Cold;0;13186381;84574032;41870000
HD 72892 b;39475000;56880000;24839791;13155600;32444400;23342697;29633750;57316685;Jovian;12200000;G;13958754;0;0;Hot;0;12776919;17321626;22800000
Kepler-1086 b;18784257;43500000;12276416;12276416;12276416;12276416;92723615;44457240;Superterran;66000000;K;13974412;0;0;Hot;0;24437800;65454121;12276416
Kepler-1336 c;57772121;55120000;61711255;61711255;61711255;61711257;36701467;11151050;Superterran;13000000;G;13976943;0;0;Hot;0;17151300;35881927;61711255
Kepler-1336 b;23198681;55120000;15590536;15590536;15590536;15590536;57502946;70156422;Superterran;13000000;G;13976943;0;0;Hot;0;19841700;45953145;15590536
Kepler-206 d;23442810;57640000;16300000;16300000;16300000;16300000;52711242;68646867;Terran;11900000;G;14004850;0;0;Hot;0;11882600;18034186;16300000
Kepler-206 c;13137471;57640000;11100000;11100000;11100000;11100000;11366650;83186535;Superterran;11900000;G;14004850;0;0;Hot;0;17711800;37895405;11100000
Kepler-206 b;77819870;57640000;78000000;78000000;78000000;78000002;23019148;99235537;Terran;11900000;G;14004850;0;0;Hot;0;11994700;18651456;78000000
Kepler-983 b;60085508;60520000;31264312;31264312;31264312;31264313;14342804;49579647;Superterran;10800000;F;14019478;0;0;Hot;0;23653100;61925912;31264312
K2-55 b;28492580;44560000;34860000;34860000;34860000;34860001;11537075;83496609;Neptunian;63000000;K;14020079;0;0;Hot;0;38226100;13989899;34860000
HD 18742 b;76600000;49400000;18214560;17472000;18928000;18203642;42426393;36553045;Jovian;51300000;G;14042071;0;0;Hot;0;13044953;10806152;18200000
BD-13 2130 b;71429999;45450000;16966030;13114000;20086000;16692862;52149004;67888563;Jovian;19170000;G;14049744;0;0;Hot;0;12452390;31083579;16600000
Kepler-526 b;54584983;58940000;63551278;63551278;63551278;63551280;34792873;11003161;Superterran;11400000;G;14052024;0;0;Hot;0;19953800;46394796;63551278
Kepler-619 b;54042722;59800000;62012113;62012113;62012113;62012115;36710160;11151710;Neptunian;11100000;G;14116900;0;0;Hot;0;31612200;10132992;62012113
Kepler-619 c;12084650;59800000;22845873;22845873;22845873;22845874;27047293;18372822;Superterran;11100000;G;14116900;0;0;Hot;0;16927100;35089223;22845873
HD 4313 b;35621000;49430000;11695008;98692100;13270790;11601477;10672211;45859847;Jovian;51400000;G;14131144;0;0;Hot;0;13374969;61245456;11570000
Kepler-914 b;44096655;58770000;54313886;54313886;54313886;54313888;47916527;11919725;Terran;11500000;G;14135367;0;0;Hot;0;13788300;24771268;54313886
K2-113 b;58176850;56600000;64200000;64200000;64200000;64200002;34302651;10964197;Jovian;12400000;G;14138318;0;0;Hot;0;12140430;99515976;64200000
Kepler-1105 b;44215722;42990000;47023341;47023341;47023341;47023342;63995479;72058005;Superterran;68000000;K;14150646;0;0;Hot;0;20065900;46838183;47023341
Kepler-55 f;10198545;45030000;81000000;81000000;81000000;81000002;21582899;54912644;Superterran;62000000;K;14160540;0;0;Hot;0;15918200;31612732;81000000
Kepler-55 e;46175340;45030000;48000000;48000000;48000000;48000001;61460677;71333617;Superterran;62000000;K;14160540;0;0;Hot;0;15469800;30115750;48000000
Kepler-55 d;22110990;45030000;29000000;29000000;29000000;29000001;16837741;91773198;Superterran;62000000;K;14160540;0;0;Hot;0;15918200;31612732;29000000
Kepler-1044 b;67740887;59850000;71870620;71870620;71870620;71870622;27421325;10367332;Neptunian;11100000;G;14164173;0;0;Hot;0;26679800;75972714;71870620
Kepler-345 c;93874270;45040000;77000000;77000000;77000000;77000002;23904744;56333396;Terran;62000000;K;14173123;0;0;Hot;0;11994700;18651456;77000000
Kepler-345 b;74155630;45040000;66000000;66000000;66000000;66000002;32537013;60847022;Subterran;62000000;K;14173123;0;0;Hot;0;73986000;33006436;66000000
HAT-P-5 b;27884900;59600000;39273541;39273541;39273541;39273542;91941084;14028858;Jovian;11200000;G;14181094;0;0;Hot;0;13564100;31147144;39273541
Kepler-524 c;18889791;60140000;30770636;30770636;30770636;30770637;14978032;15849246;Terran;11000000;F;14181681;0;0;Hot;0;96406000;85235786;30770636
Kepler-524 b;79741981;60140000;80372918;80372918;80372918;80372920;21953726;98066792;Superterran;11000000;F;14181681;0;0;Hot;0;19057000;42910395;80372918
Kepler-1550 b;22558281;59910000;74160875;74160875;74160875;74160877;25857241;32306541;Neptunian;11100000;G;14221057;0;0;Hot;0;30154900;93527288;74160875
Kepler-965 b;13425273;58860000;52142050;52142050;52142050;52142051;52310535;38529396;Neptunian;11500000;G;14222153;0;0;Hot;0;33854200;11383095;52142050
Kepler-400 c;17340824;58860000;13400000;13400000;13400000;13400000;79205577;76003545;Terran;11500000;G;14222153;0;0;Hot;0;14909300;28286707;13400000
Kepler-400 b;90243890;58860000;87000000;87000000;87000000;87000002;18790003;94324959;Superterran;11500000;G;14222153;0;0;Hot;0;16478700;33525722;87000000
Kepler-392 b;53418530;59380000;59000000;59000000;59000000;59000001;40860369;11454351;Terran;11300000;G;14223494;0;0;Hot;0;99769000;96382171;59000000
Kepler-392 c;10423118;59380000;93000000;93000000;93000000;93000002;16445247;91233642;Terran;11300000;G;14223494;0;0;Hot;0;10985800;13612778;93000000
Kepler-155 c;52661793;45080000;24200000;24200000;24200000;24200001;24287171;31804542;Superterran;62000000;M;14223539;0;0;Hot;0;22420000;56545043;24200000
Kepler-155 b;59311940;45080000;56000000;56000000;56000000;56000001;45355671;66115427;Superterran;62000000;M;14223539;0;0;Hot;0;20850600;49990230;56000000
Kepler-1473 b;14427355;60460000;11933730;11933730;11933730;11933730;99876150;80539765;Terran;10900000;F;14223753;0;0;Hot;0;11882600;18034186;11933730
Kepler-1486 b;54649576;59650000;28909596;28909596;28909596;28909597;17024816;51750615;Superterran;11200000;G;14228741;0;0;Hot;0;23204700;59945993;28909596
Kepler-164 b;50350300;58880000;58000000;58000000;58000000;58000001;42334998;11556326;Terran;11500000;G;14241493;0;0;Hot;0;14124600;25805743;58000000
Kepler-164 d;28986769;58880000;18700000;18700000;18700000;18700000;40726053;64359549;Superterran;11500000;G;14241493;0;0;Hot;0;24549900;65964694;18700000
Kepler-164 c;10945723;58880000;97000000;97000000;97000000;97000002;15136033;89360981;Neptunian;11500000;G;14241493;0;0;Hot;0;27352400;79252992;97000000
Kepler-610 b;69969266;59430000;73888808;73888808;73888808;73888810;26140334;10244074;Neptunian;11300000;G;14271462;0;0;Hot;0;41925400;16365351;73888808
Kepler-610 c;15186392;59430000;57492370;57492370;57492370;57492372;43176559;36724587;Neptunian;11300000;G;14271462;0;0;Hot;0;32957400;10875888;57492370
Kepler-792 b;11301192;59710000;10140699;10140699;10140699;10140699;13892397;87465988;Superterran;11200000;G;14286077;0;0;Hot;0;19617500;45075054;10140699
Kepler-912 b;25347563;59980000;37204455;37204455;37204455;37204456;10322159;14440677;Neptunian;11100000;G;14287638;0;0;Hot;0;28025000;82590046;37204455
Kepler-511 b;29663786;57700000;87028329;87028329;87028329;87028331;18881352;29864358;Jovian;12000000;G;14300604;0;0;Hot;0;63560700;33169270;87028329
K2-253 b;40016700;60270000;50600000;50600000;50600000;50600001;55869881;12386236;Jovian;11000000;F;14304701;0;0;Hot;0;12667300;10695893;50600000
Kepler-908 b;13405975;59730000;24631043;24631043;24631043;24631043;23579205;17753223;Terran;11200000;G;14305227;0;0;Hot;0;12218900;19931486;24631043
HD 66141 b;48050000;43230000;12029400;11160000;12840000;12007362;99761112;80442470;Jovian;21400000;K;14330361;0;0;Hot;0;12722982;19069680;12000000
Kepler-1082 b;15432066;59230000;26387890;26387890;26387890;26387891;20580501;17159669;Terran;11400000;G;14330630;0;0;Hot;0;11210000;14635061;26387890
K2-222 b;15387063;60580000;12110000;12110000;12110000;12110000;97762080;80110145;Superterran;10900000;F;14337014;0;0;Hot;0;23877300;62925768;12110000
OGLE-TR-182 b;39791000;59240000;51000000;51000000;51000000;51000001;55133834;12345238;Jovian;11400000;G;14340310;0;0;Hot;0;12667300;32100628;51000000
Kepler-633 b;85034072;58990000;82054978;82054978;82054978;82054980;21310226;97340130;Superterran;11500000;G;14348216;0;0;Hot;0;16254500;32754986;82054978
Kepler-256 d;58391720;55510000;64000000;64000000;64000000;64000002;35099450;11027320;Superterran;13000000;G;14376735;0;0;Hot;0;24774100;66990733;64000000
Kepler-256 c;33880200;55510000;45000000;45000000;45000000;45000001;70996221;13150847;Superterran;13000000;G;14376735;0;0;Hot;0;21523200;52758784;45000000
Kepler-256 b;16204930;55510000;27000000;27000000;27000000;27000001;19721173;16977670;Superterran;13000000;G;14376735;0;0;Hot;0;15918200;31612732;27000000
Kepler-256 e;10681572;55510000;96000000;96000000;96000000;96000002;15599756;90037693;Superterran;13000000;G;14376735;0;0;Hot;0;23541000;61428456;96000000
Kepler-890 b;52758756;59540000;28325751;28325751;28325751;28325752;17919174;52417271;Jovian;11300000;G;14377417;0;0;Hot;0;88895300;58625641;28325751
K2-116 b;46554110;43483500;48086400;45120000;50880000;48021631;62522580;71591344;Subterran;67000000;K;14379250;0;0;Hot;0;69502000;26380241;48000000
K2-120 b;95627420;43499000;78764400;67080000;88920000;78192345;23903665;56124390;Superterran;67000000;K;14399763;0;0;Hot;0;20065900;46838183;78000000
pi Men c;62679000;60370000;68390000;68390000;68390000;68390002;30787435;10671815;Superterran;11000000;G;14399875;0;0;Hot;0;20402200;48214508;68390000
HD 39091 b;20930700;60370000;37289419;11253000;50747000;32834221;19438273;15401791;Jovian;11000000;G;14399875;0;0;Cold;0;12439113;31846366;31000000
HATS-23 b;21605156;57800000;34190737;30097420;37842580;34025426;12560645;15129820;Jovian;12000000;G;14400000;0;0;Hot;0;20850600;46720716;33970000
6 Lyn b;93430000;49380000;21156221;19559700;22640300;21114081;32441060;34157316;Jovian;52000000;K;14404549;0;0;Hot;0;13350175;63883429;21100000
HD 134987 c;50000000;57360000;58417600;51040000;64960000;58104899;43225353;11585099;Jovian;12200000;G;14435934;0;0;Cold;0;13887363;26061896;58000000
HD 134987 b;25817999;57360000;83142450;62370000;99630000;81545155;22608769;30924811;Jovian;12200000;G;14435934;0;0;Hot;0;13481160;51170308;81000000
HATS-50 b;38297015;59900000;57177639;24422640;76497360;52307866;66338433;12217136;Jovian;11200000;G;14468782;0;0;Hot;0;12667300;12395292;50460000
Kepler-302 c;12728218;57400000;50300000;50300000;50300000;50300001;57216318;39402601;Jovian;12200000;G;14476243;0;0;Hot;0;12454310;10392352;50300000
Kepler-302 b;30184104;57400000;19300000;19300000;19300000;19300000;38863442;63610707;Neptunian;12200000;G;14476243;0;0;Hot;0;40580200;15483866;19300000
HD 132563 b;15440000;60730000;26834040;20436000;31964000;26361087;21623449;17212817;Jovian;10900000;F;14479540;0;0;Cold;0;13527184;47356372;26200000
CoRoT-22 b;97559800;59390000;92272734;84916000;99084000;92068324;17165928;92114439;Neptunian;11400000;G;14486106;0;0;Hot;0;48763500;12077464;92000000
Kepler-1147 b;10627850;59410000;97337907;97337907;97337907;97337909;15309907;89616514;Neptunian;11400000;G;14505629;0;0;Hot;0;26119300;73282833;97337907
Kepler-1535 b;13894420;60210000;53853151;53853151;53853151;53853152;50024975;38101461;Neptunian;11100000;F;14508052;0;0;Hot;0;25446700;70107770;53853151
Kepler-714 b;80988880;59950000;81208593;81208593;81208593;81208595;22012911;98132820;Jovian;11200000;G;14517153;0;0;Hot;0;96742300;67680016;81208593
51 Peg b;42307850;57930000;52704453;52014900;53385100;52701120;52321565;12184320;Jovian;12000000;G;14529988;0;0;Hot;0;14228992;15001482;52700000
24 Sex c;88300000;50980000;21674640;14768000;26832000;21024946;35093722;34304216;Jovian;49000000;K;14530486;0;0;Hot;0;13858291;27333208;20800000
24 Sex b;45280000;50980000;13383987;12130300;14529700;13343533;82108078;43060546;Jovian;49000000;K;14530486;0;0;Hot;0;13356050;63247773;13330000
HD 33844 c;91600000;48610000;22589280;19488000;25312000;22447588;29212840;33201082;Jovian;53900000;K;14533448;0;0;Hot;0;13431791;55619901;22400000
HD 33844 b;55140002;48610000;16180000;13600000;18400000;16045337;57420942;39270158;Jovian;53900000;K;14533448;0;0;Hot;0;13350175;63883429;16000000
K2-213 b;81308700;57940000;80921172;80921172;80921172;80921174;22204489;98345638;Superterran;12000000;G;14540023;0;0;Hot;0;15133500;29012671;80921172
Kepler-1063 b;14079715;59450000;11741249;11741249;11741249;11741249;10550601;81651507;Terran;11400000;G;14544734;0;0;Hot;0;14909300;28286707;11741249
Kepler-83 d;51697960;46480000;51000000;51000000;51000000;51000001;55965037;69682562;Superterran;59000000;M;14556506;0;0;Hot;0;19393300;44203935;51000000
Kepler-74 b;73407110;60000000;78100000;78100000;78100000;78100002;23879632;10015020;Jovian;11200000;F;14565644;0;0;Hot;0;10761600;20023164;78100000
WASP-168 b;41536580;60000000;51900000;51900000;51900000;51900001;54074807;12285523;Jovian;11200000;F;14565644;0;0;Hot;0;16815000;13348776;51900000
Kepler-197 b;55993080;60040000;60000000;60000000;60000000;60000002;40568124;11433814;Terran;11200000;F;14604525;0;0;Hot;0;10201100;10437331;60000000
Kepler-197 e;25209715;60040000;16400000;16400000;16400000;16400000;54299988;69158385;Terran;11200000;F;14604525;0;0;Hot;0;90801000;68767595;16400000
Kepler-197 d;15677563;60040000;11900000;11900000;11900000;11900000;10313202;81188270;Terran;11200000;F;14604525;0;0;Hot;0;12218900;19931486;11900000
Kepler-197 c;10349695;60040000;90000000;90000000;90000000;90000002;18030277;93356704;Terran;11200000;F;14604525;0;0;Hot;0;12331000;20491991;90000000
K2-111 b;53511700;57300000;62100000;62100000;62100000;62100002;37890833;11240314;Superterran;12300000;G;14612259;0;0;Hot;0;19057000;86004258;62100000
Kepler-1613 b;15184299;60050000;26520434;26520434;26520434;26520435;20778562;17200805;Superterran;11200000;F;14614257;0;0;Hot;0;20850600;49990230;26520434
Kepler-1344 b;47683049;59810000;57046333;57046333;57046333;57046334;44986819;11733193;Superterran;11300000;G;14639989;0;0;Hot;0;18384400;40370889;57046333
Kepler-830 b;11296951;60370000;10075772;10075772;10075772;10075772;14443174;88320308;Superterran;11100000;F;14662881;0;0;Hot;0;17039200;35484667;10075772
Kepler-1031 b;12262173;60110000;23069066;23069066;23069066;23069066;27570941;18461110;Terran;11200000;F;14672753;0;0;Hot;0;87438000;60067123;23069066
Kepler-366 b;32819590;62090000;45000000;45000000;45000000;45000001;72498472;13219868;Terran;10500000;F;14680941;0;0;Hot;0;14573000;27211983;45000000
Kepler-366 c;12516160;62090000;11000000;11000000;11000000;11000000;12133009;84554561;Superterran;10500000;F;14680941;0;0;Hot;0;17936000;38713410;11000000
Kepler-1512 b;20359726;43720000;13136060;13136060;13136060;13136061;85158615;43521320;Terran;67000000;K;14694637;0;0;Hot;0;11770500;17431784;13136060
WASP-70 A b;37130203;57630000;48530000;48530000;48530000;48530001;62457156;12736217;Jovian;12200000;G;14709665;0;0;Hot;0;13048440;18751852;48530000
Kepler-690 b;77480944;59130000;79325683;79325683;79325683;79325685;23421166;99666002;Neptunian;11600000;G;14737918;0;0;Hot;0;59525100;29673468;79325683
Kepler-1255 b;36291934;60180000;22005145;22005145;22005145;22005145;30442826;59843385;Superterran;11200000;F;14741220;0;0;Hot;0;23204700;59945993;22005145
Kepler-1199 b;15044720;58890000;11680863;11680863;11680863;11680863;10811271;82151235;Terran;11700000;G;14751174;0;0;Hot;0;11546300;16270695;11680863
Kepler-609 b;65212107;59710000;70286277;70286277;70286277;70286279;29960258;10599400;Neptunian;11400000;G;14800849;0;0;Hot;0;33517900;11191779;70286277
K2-266 b;65852400;42850000;13060000;13060000;13060000;13060000;86776410;13827553;Neptunian;70000000;K;14800897;0;0;Hot;0;32957400;11267003;13060000
K2-266 e;19482000;42850000;12501547;11952930;13027070;12492889;94965319;44708024;Neptunian;70000000;K;14800897;0;0;Hot;0;27352400;14299082;12490000
K2-266 d;14697000;42850000;10361432;98635500;10836450;10352860;13832082;49111901;Neptunian;70000000;K;14800897;0;0;Hot;0;29258100;88991841;10350000
K2-266 c;78140000;42850000;67959888;65048200;70751800;67914990;32131564;60636497;Subterran;70000000;K;14800897;0;0;Hot;0;70623000;28922348;67900000
Kepler-1397 b;47449955;60260000;26392201;26392201;26392201;26392202;21276000;54716386;Superterran;11200000;F;14819761;0;0;Hot;0;17151300;35881927;26392201
Kepler-139 c;15707288;55940000;58600000;58600000;58600000;58600001;43178740;36725050;Neptunian;13000000;G;14827407;0;0;Hot;0;33854200;11383095;58600000
Kepler-139 b;15771044;55940000;12700000;12700000;12700000;12700000;91930105;78887710;Neptunian;13000000;G;14827407;0;0;Hot;0;29370200;89432821;12700000
Kepler-520 c;52110426;61120000;60709529;60709529;60709529;60709531;40305220;11415245;Terran;10900000;F;14855081;0;0;Hot;0;10649500;12177294;60709529
Kepler-520 b;19674161;61120000;14719892;14719892;14719892;14719892;68559209;73309686;Superterran;10900000;F;14855081;0;0;Hot;0;16590800;33913851;14719892
WASP-60 b;43050000;59000000;54870718;54870718;54870718;54870719;49361361;12008581;Jovian;11700000;G;14861697;0;0;Hot;0;98648000;17480540;54870718
BD+20 2457 c;62199000;42590000;20425620;16482000;23718000;20182285;37414548;11136017;Jovian;71020000;K;14868958;0;0;Hot;0;12319965;39633152;20100000
BD+20 2457 b;37963000;42590000;10618125;89250000;12075000;10529753;13640917;15417216;Jovian;71020000;K;14868958;0;0;Hot;0;11535801;17668059;10500000
eps CrB b;41790000;44060000;13078650;11570000;14430000;13019741;88646585;77995588;Jovian;21000000;K;14890360;0;0;Hot;0;12661359;21294476;13000000
Kepler-883 b;12984956;61160000;11021444;11021444;11021444;11021444;12261244;84777098;Superterran;10900000;F;14894007;0;0;Hot;0;17823900;38303511;11021444
HD 82886 b;70500000;49530000;15838710;14694000;16906000;15809693;59908150;39821403;Jovian;52600000;G;14918785;0;0;Hot;0;13263677;74053925;15800000
Kepler-1050 c;21128457;60100000;15389703;15389703;15389703;15389704;63020656;71782014;Terran;11300000;F;14925999;0;0;Hot;0;14797200;27926567;15389703
Kepler-1050 b;15378755;60100000;12452766;12452766;12452766;12452767;96252438;79799073;Superterran;11300000;F;14925999;0;0;Hot;0;16030300;31991632;12452766
HATS-16 b;26865020;57380000;37440000;37440000;37440000;37440001;10653750;14555279;Jovian;12400000;G;14933933;0;0;Hot;0;14573000;10392976;37440000
Kepler-110 c;31719775;59600000;19800000;19800000;19800000;19800000;38136338;63311070;Superterran;11500000;G;14950970;0;0;Hot;0;22083700;55112567;19800000
Kepler-110 b;12691112;59600000;10700000;10700000;10700000;10700000;13058756;86123240;Superterran;11500000;G;14950970;0;0;Hot;0;18272300;39953845;10700000
Kepler-504 b;95492754;35190000;60859421;60859421;60859421;60859422;40395963;36118475;Superterran;33000000;M;14962136;0;0;Hot;0;15918200;31612732;60859421
Kepler-757 b;10226788;60140000;20377159;20377159;20377159;20377159;36042256;19740034;Terran;11300000;F;14965776;0;0;Hot;0;13564100;24091308;20377159
Kepler-1308 b;21043381;34680000;22643449;22643449;22643449;22643449;29219831;59233082;Subterran;34000000;M;14981760;0;0;Hot;0;51566000;90498477;22643449
Kepler-355 c;25762294;61840000;17900000;17900000;17900000;17900000;46819639;66642599;Neptunian;10700000;F;15001481;0;0;Hot;0;27128200;78153238;17900000
